//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 10100000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
10100000;1;01/11/1995;;1;1;36758,18;25102,86;29391,97;30;6;1;1;1;;0;25547,61;25611,31;25547,61;25388,54;25324,98;25102,86;25166,27;25834,59;26475,29;27023,07;27346,65;27638,73;27931,61;28127,31;28618,11;28650,9;28585,32;28880,76;29111,1;29573,19;30703,23;31709,39;32588,16;33370,71;33952,2;34398,63;34881,08;35642,74;36269,07;36758,18;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/12/1995;;1;1;37953,04;32588,16;34838,18;31;16;1;1;1;;0;36793,18;36723,18;36583,3;35885,98;35712,19;35122,96;34777,55;34777,55;34674,1;34158,05;33678,23;33336,59;33029,88;32927,81;32622,08;32588,16;32588,16;32588,16;32927,81;33370,71;33986,49;34467,44;34846,56;35192,15;35469,26;35746,93;36129,64;36793,18;37108,57;37424,67;37953,04;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/01/1996;;1;1;41271,26;35885,98;39257,13;14;31;1;1;1;;0;38412,52;38766,93;39015,52;39228,93;39478,29;39692,35;40049,79;40228,82;40443,93;40479,81;40875,04;41019;41127,07;41271,26;41235,2;40983;40695,26;40300,49;39870,96;39585,28;39193,34;38908,93;38766,93;38412,52;38023,64;37671;37213,86;37038,43;36775,68;36321,39;35885,98;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/02/1996;;1;1;45731,2;35920,76;42355,73;28;1;1;1;1;;0;35920,76;36147,06;36618,26;36915,75;37495,01;38306,36;39264,53;40300,49;41091,04;41849,36;42248,01;42502,21;42902,46;43449,82;43998,98;44182,43;44476,36;44623,52;44623,52;44623,52;44697,14;44807,64;44918,21;44918,21;45028,85;45361,19;45583,1;45731,2;45731,2;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
10100000;1;01/03/1996;;1;1;48305,36;45916,5;47654,3;18;1;1;1;1;;0;45916,5;46213,38;46473,56;46771,37;46845,9;47144,32;47219,01;47331,09;47518,05;47817,58;47967,53;48080,07;48117,6;48192,68;48192,68;48267,79;48267,79;48305,36;48192,68;48117,6;48042,55;47967,53;47892,54;47780,11;47780,11;47742,65;47742,65;47667,75;47892,54;47892,54;47930,03;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/04/1996;;1;1;50079,52;47948,78;49359,21;26;1;1;1;1;;0;47948,78;48023,79;48155,13;48230,23;48342,93;48418,11;48530,92;48624,98;48794,42;48982,86;49190,36;49303,64;49416,99;49530,4;49606,05;49738,5;49871,05;49908,94;49927,88;49927,88;49927,88;49927,88;50003,69;50003,69;50041,6;50079,52;50079,52;50079,52;50079,52;50079,52;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/05/1996;;1;1;52829,27;50307,2;51963,71;27;1;1;1;1;;0;50307,2;50649,23;50801,43;50953,76;50991,86;50991,86;51106,2;51144,33;51220,61;51296,91;51487,82;51640,67;51812,77;52023,32;52176,59;52368,33;52521,86;52598,67;52637,08;52675,5;52675,5;52675,5;52675,5;52675,5;52598,67;52637,08;52829,27;52752,37;52713,93;52675,5;52560,26;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/06/1996;;1;1;52329,97;34364,23;45101,51;1;30;1;1;1;;0;52329,97;52176,59;52023,32;51678,9;51449,62;51144,33;50801,43;50421,14;50003,69;49549,31;49209,24;48907,46;48530,92;47967,53;47443,24;46752,74;45953,58;45361,19;44421,21;43267,16;41957,98;40731,2;39371,37;38270,98;37213,86;36269,07;35608,02;35122,96;34743,06;34364,23;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/07/1996;;1;1;34055,09;22477,78;27200,6;1;25;1;1;1;;0;34055,09;33746,67;33473,14;33200,18;32791,84;32350,96;31945,37;31541,11;31037,68;30269,86;29474,01;28454,26;27508,82;26636,1;25866,53;25356,76;24849,63;24282,32;23812,17;23500,06;23344,42;23189,04;23002,94;22755,41;22477,78;22879,09;23468,91;24188,1;24376,63;24534,04;24849,63;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/08/1996;;1;1;27703,75;23812,17;25815,14;17;31;1;1;1;;0;24912,88;24660,15;24345,18;24031,27;23874,71;24408,09;24912,88;25356,76;25834,59;26250,58;26539,58;26700,49;26926,19;27184,74;27379,07;27573,76;27703,75;27703,75;27346,65;27023,07;26732,71;26507,43;26186,47;25898,48;25579,46;25388,54;25197,99;25102,86;24912,88;24282,32;23812,17;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/09/1996;;1;1;23500,06;19483,66;21221,44;30;18;1;1;1;;0;23220,09;22693,64;21986,41;21376,19;21042,48;20921,47;21254,69;21558,79;21589,26;21315,42;21103,05;20740,3;20349,16;20109,43;19810,8;19602,46;19498,5;19483,66;19498,5;19721,44;20349,16;20830,83;21133,36;21528,33;21802,88;22201,04;22508,59;22786,32;23126,96;23500,06;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/10/1996;;1;1;33780,91;23937,31;29940,66;26;1;1;1;1;;0;23937,31;24345,18;25134,56;25611,31;26122,4;26926,19;27638,73;28159,96;28568,93;28650,9;28749,36;28880,76;29078,16;29242,93;29523,59;29871,24;30369,72;30770,04;31272,35;31574,74;32046,64;32283,26;32723,91;33302,47;33661,13;33780,91;33541,46;33302,47;33166,1;33029,88;32893,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/11/1996;;1;1;37108,57;26990,77;33646,55;15;30;1;1;1;;0;32791,84;32689,96;32656,02;32622,08;32706,93;33097,97;33592,74;34398,63;35140,26;35573,32;36147,06;36513,41;36898,23;37003,36;37108,57;37038,43;36793,18;36618,26;36234,2;35608,02;35019,25;34329,85;33456,06;32537,29;31205,25;30203,32;29111,1;28029,42;27281,86;26990,77;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/12/1996;;1;1;40336,34;26684,39;34671,7;25;2;1;1;1;;0;26764,93;26684,39;26861,66;27346,65;28094,67;28732,94;29738,68;30836,89;31642,05;32012,87;32418,68;32893,8;33507,3;33986,49;34553,51;35192,15;35851,2;36863,21;37706,23;38394,82;39086,63;39692,35;40031,89;40282,57;40336,34;40085,58;39763,77;39407;39051,07;38695,98;38306,36;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/01/1997;;1;1;37776,7;27541,28;31993,16;1;17;1;1;1;;0;37776,7;37354,37;36968,31;36583,3;36216,77;35538,63;34846,56;34020,79;33200,18;32350,96;31406,65;30736,63;29771,81;29275,91;28487,01;27736,27;27541,28;27736,27;28257,97;28749,36;29440,97;30070,38;30803,46;31440,25;31776,76;31945,37;32215,61;32384,81;32452,56;32384,81;32317,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/02/1997;;1;1;46957,75;28127,31;36039,5;28;9;1;1;1;;0;32181,8;31877,9;31305,91;30636,45;30070,38;29440,97;28815,04;28290,66;28127,31;28127,31;28388,79;29308,91;30486,34;31776,76;33404,84;35157,55;37073,5;38873,42;40677,3;41885,56;43285,42;44145,72;44807,64;45250,34;45805,3;46324,84;46622,4;46957,75;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
10100000;1;01/03/1997;;1;1;53773,59;47368,46;51738,77;31;1;1;1;1;;0;47368,46;47742,65;48230,23;48493,3;48945,16;49322,53;49587,14;50003,69;50345,18;50763,37;51144,33;51602,45;51908,45;52176,59;52368,33;52521,86;52675,5;52829,27;53021,63;53060,13;53175,66;53406,91;53541,93;53677,03;53677,03;53715,65;53715,65;53715,65;53715,65;53677,03;53773,59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/04/1997;;1;1;53677,03;52445,08;52906,42;1;17;1;1;1;;0;53677,03;53522,63;53368,35;53291,25;53214,18;53137,14;53060,13;52983,14;52867,73;52752,37;52713,93;52752,37;52752,37;52675,5;52579,46;52521,86;52445,08;52445,08;52483,47;52598,67;52675,5;52790,82;52906,19;52944,66;52944,66;52983,14;53040,88;53002,39;53002,39;53060,13;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/05/1997;;1;1;53908,85;53060,13;53567,63;24;1;1;1;1;;0;53060,13;53060,13;53060,13;53060,13;53137,14;53175,66;53291,25;53349,07;53387,63;53445,47;53561,22;53677,03;53599,82;53677,03;53734,96;53773,59;53792,91;53831,55;53889,52;53792,91;53773,59;53792,91;53812,23;53908,85;53870,19;53812,23;53754,27;53677,03;53599,82;53561,22;53677,03;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/06/1997;;1;1;53561,22;46399,18;51477,8;1;30;1;1;1;;0;53561,22;53445,47;53503,34;53406,91;53368,35;53349,07;53233,45;53117,88;53021,63;52983,14;52848,5;52713,93;52521,86;52329,97;52234,09;52157,42;51946,73;51774,52;51545,13;51296,91;51125,26;50820,47;50497,14;49984,73;49662,8;49133,75;48249,01;47256,36;46845,9;46399,18;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/07/1997;;1;1;45472,11;18686,72;28926,27;1;31;1;1;1;;0;45472,11;44697,14;43139,43;41253,23;38501,04;35365,28;32740,89;30719,93;30736,63;30419,69;30037,17;29622,81;29275,91;28880,76;28585,32;28421,52;28290,66;28013,11;27281,86;26507,43;25866,53;24976,16;24156,71;23297,77;22247,1;21194;20349,16;19691,68;19305,82;18980,88;18686,72;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/08/1997;;1;1;26330,78;18686,72;22088,44;19;1;1;1;1;;0;18686,72;19691,68;20259,18;20740,3;20800,64;20049,61;19840,61;19915,19;19959,97;20079,51;20229,2;20544,49;21072,76;21986,41;23235,62;24534,04;25340,87;26122,4;26330,78;26026,37;25595,38;25023,66;24329,46;23843,44;23189,04;22539,4;22047,68;21437,01;20906,36;20349,16;20034,66;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/09/1997;;1;1;20349,16;17435,63;19139,8;27;17;1;1;1;;0;19751,22;19409,51;19172,71;19098,87;19766,11;20079,51;20169,29;20229,2;20034,66;19781;19543,04;19143,17;18393,77;18087,46;17666,68;17464,47;17435,63;17435,63;17478,89;17797;18203,99;18584,05;18936,68;19394,69;19840,61;20199,24;20349,16;20349,16;20199,24;20199,24;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/10/1997;;1;1;24471,04;16519,41;20062,46;7;24;1;1;1;;0;20259,18;20589,63;21482,66;22477,78;23095,94;23859,07;24471,04;24376,63;24219,49;23859,07;23531,23;22894,56;22231,74;21604,5;20921,47;20034,66;19365,05;18833,65;18058,36;17522,19;17061,87;16619;16576,3;16519,41;16661,72;16832,91;17061,87;17320,41;17637,76;17811,49;18145,71;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/11/1997;;1;1;32723,91;18452,26;27298,05;30;1;1;1;1;;0;18452,26;19025,1;19409,51;20124,39;21163,67;22385,44;23874,71;25515,78;26781,04;28388,79;29292,41;30203,32;30719,93;31020,93;31037,68;31037,68;30636,45;30236,58;29887,83;28946,53;28241,63;27720,01;27281,86;26990,77;27427,71;28257,97;29407,94;30719,93;32029,75;32723,91;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/12/1997;;1;1;42756,8;33592,74;39403,02;31;1;1;1;1;;0;33592,74;34484,65;34984,69;35660,1;36077,39;36443,56;37143,66;37829,58;38377,12;38979,98;39496,12;39996,12;40157,18;40300,49;40443,93;40515,7;40569,54;40479,81;40443,93;40300,49;40300,49;40354,26;40587,5;40731,2;40983;41199,15;41596,18;41957,98;42211,73;42538,55;42756,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/01/1998;;1;1;46696,87;43084,71;45399,73;24;1;1;1;1;;0;43084,71;43449,82;43834,04;44109,03;44439,59;44660,33;44770,8;44733,97;44991,96;45028,85;45102,65;45139,56;45139,56;45028,85;45102,65;45158,02;45268,81;45472,11;45768,25;45990,67;46157,68;46436,37;46603,79;46696,87;46696,87;46678,25;46585,18;46547,96;46362;46213,38;46139,11;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/02/1998;;1;1;46734,11;44255,87;45330,49;28;14;1;1;1;;0;46139,11;46064,88;45860,89;45731,2;45546,1;45361,19;45324,23;45268,81;45158,02;44844,49;44697,14;44531,53;44366,08;44255,87;44255,87;44255,87;44366,08;44586,72;44807,64;44955,08;45250,34;45583,1;45842,36;46027,77;46362;46492,16;46585,18;46734,11;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
10100000;1;01/03/1998;;1;1;50269,24;46827,26;49144,44;19;1;1;1;1;;0;46827,26;46939,1;47032,36;47144,32;47219,01;47443,24;47667,75;47930,03;48211,45;48719,09;48888,61;48964,01;49152,62;49492,59;49624,96;49927,88;50003,69;50174,36;50269,24;50269,24;50269,24;50269,24;50269,24;50174,36;50155,39;50117,45;50155,39;50041,6;50041,6;50003,69;50079,52;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/04/1998;;1;1;54799,87;50117,45;53263,7;23;1;1;1;1;;0;50117,45;50269,24;50421,14;50611,2;50839,5;51106,2;51220,61;51736,27;52406,7;52829,27;53098,63;53291,25;53638,42;53812,23;54024,85;54160,27;54218,34;54276,42;54489,52;54605,85;54644,64;54702,84;54799,87;54799,87;54799,87;54683,43;54605,85;54605,85;54586,45;54508,9;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/05/1998;;1;1;54877,53;53156,39;54334,36;13;31;1;1;1;;0;54450,76;54373,25;54373,25;54373,25;54605,85;54528,29;54489,52;54605,85;54605,85;54664,04;54683,43;54761,05;54877,53;54858,11;54761,05;54702,84;54644,64;54567,06;54450,76;54450,76;54450,76;54373,25;54276,42;54160,27;54024,85;53870,19;53715,65;53599,82;53522,63;53387,63;53156,39;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/06/1998;;1;1;52906,19;33780,91;42417,24;1;26;1;1;1;;0;52906,19;52598,67;52291,61;51851,04;51239,68;50402,15;49587,14;48982,86;48155,13;47293,72;46343,42;45509,1;44513,14;43449,82;42447,7;41469,75;40749,18;39549,61;38129,59;37091,04;36426,1;35920,76;35469,26;34829,31;34106,56;33780,91;34055,09;34123,73;34433,03;34812,05;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/07/1998;;1;1;35816,43;25420,33;30968,26;4;31;1;1;1;;0;35399,93;35555,97;35712,19;35816,43;35816,43;35781,68;35608,02;35313,32;34984,69;34587,96;34158,05;33592,74;32961,82;32435,62;31642,05;30486,34;29672,46;28716,53;28487,01;28356,07;28257,97;28078,35;27752,53;27541,28;27217,1;26732,71;26282,65;26090,38;25882,5;25675,05;25420,33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/08/1998;;1;1;25102,86;15714,36;19660,11;1;29;1;1;1;;0;25102,86;24612,84;24125,33;23500,06;23033,93;22385,44;21940,49;21680,74;21467,44;21254,69;21027,35;20740,3;20589,63;20409,21;20034,66;19661,93;19365,05;18980,88;18613,37;18247,74;17884,01;17522,19;17176,65;16832,91;16604,76;16320,71;16094,4;15854,84;15714,36;16136,77;16547,85;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/09/1998;;1;1;17594,4;14643,67;16387,47;11;30;1;1;1;;0;16918,68;16990,24;16804,35;16547,85;16405,79;16519,41;16847,2;17076,21;17363,59;17579,95;17594,4;17248,49;17061,87;16875,78;16661,72;16405,79;16249,9;16037,95;15911,12;15840,77;15840,77;16009,74;16122,64;16249,9;16334,89;16052,05;15658,26;15044,61;14726,39;14643,67;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/10/1998;;1;1;27525,05;12629,17;16026,59;31;11;1;1;1;;0;14616,12;14616,12;14657,45;14478,59;14177,21;13768,91;13471,47;13189,14;12908,37;12682,23;12629,17;12722,06;12775,22;12655,69;12642,43;12761,92;13041,87;13511,93;14040,77;14547,31;14975,28;15392,49;15981,55;17076,21;18584,05;20319,15;22078,33;23562,4;24944,52;26491,36;27525,05;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/11/1998;;1;1;38908,93;28601,71;36021,92;26;1;1;1;1;;0;28601,71;29407,94;29921;30486,34;31054,42;31877,9;32961,82;33883,66;34622,41;35451,92;36042,57;36513,41;36845,7;37336,8;37864,85;38129,59;38235,63;38235,63;38235,63;38288,67;38377,12;38483,33;38607,34;38713,71;38820,16;38908,93;38908,93;38908,93;38660,52;38270,98;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
